"Key","Datum","Positief getest","Ziekenhuisopnames","Overleden","Positief getest (nieuw)","Ziekenhuisopnames (nieuw)","Overleden (nieuw)","BesmettingenPer100000","OverledenPer100000","Positief getest (GGD)","Ziekenhuisopnames (GGD)","Overleden (GGD)","Positief getest (nieuw - GGD)","Ziekenhuisopnames (nieuw - GGD)","Overleden (nieuw - GGD)","Positief getest (OSIRIS)","Positief getest (nieuw - OSIRIS)","Overleden onbekend (OSIRIS)","IC Intake","IC 3 dagen","IC Indicator","Reproductiegetal","Besmettelijk","Besmettelijk per 100.000","Besmet  (7dgn/100k)","Besmet  (7dgn/100k) trend","Besmet  (1dag/100k)","Opname gemiddelde (3dgn)","IC bezetting Covid-19 (totaal) NICE","IC Covid-19 (totaal) cumulatief NICE","IC Covid-19 (nieuw) cumulatief NICE","IC Covid-19 (totaal-ontslagen) cumulatief NICE","IC Covid-19 (totaal-overleden) cumulatief NICE","IC Covid-19 (totaal) LCPS","IC Covid-19 (nieuw) LCPS","IC non-Covid-19 (totaal) LCPS","Intake (LCPS)","niet-IC Covid-19 LCPS","niet-IC Covid-19 (nieuw) LCPS","Ziekenhuisopnames (NICE)","Intake (NICE)"
"2020-07-15","15-7-2020","51252","11897","6136","106","5","1","295","35","51349","12394","6202","150","2","3","52096","211","8703","1","1","0,033333333","1,16","4091","23,56219631","2,914317118","1,231143552","0,61050912","1,333333333","33","2962","1","1980","873","20","-1","573","0","85","-9","85","3"
"2020-07-16","16-7-2020","51351","11898","6137","99","1","1","296","35","51483","12396","6202","134","2","0","52240","144","8708","1","1","0,033333333","1,21","4394","25,30733087","3,185014558","1,432642487","0,57019248","1,333333333","32","2963","1","1984","873","15","-5","578","0","80","-5","81","3"
"2020-07-17","17-7-2020","51454","11894","6138","103","-4","1","296","35","51645","12401","6203","162","5","1","52428","188","8716","0","2","0,066666667","1,26","4749","27,35196047","3,536345278","1,739376771","0,59323056","0,666666667","32","2963","0","1984","873","15","0","578","0","73","-7","80","6"
"2020-07-18","18-7-2020","51581","11895","6136","127","1","-2","297","35","51780","12407","6203","135","6","0","52598","170","8723","0","2","0,066666667","1,29","5082","29,26988062","3,801283198","1,769436997","0,73145904","-0,666666667","31","2963","0","1984","873","16","1","586","0","78","5","84","6"
"2020-07-19","19-7-2020","51725","11898","6136","144","3","0","298","35","51933","12415","6204","153","8","1","52783","185","8728","1","1","0,033333333","1,29","5509","31,72919566","4,048942558","1,753117207","0,82937088","0","32","2964","1","1984","873","17","1","568","0","73","-5","89","8"
"2020-07-20","20-7-2020","51910","11900","6136","185","2","0","299","35","52112","12418","6206","179","3","2","53026","243","8739","0","1","0,033333333","1,27","5679","32,70831406","4,705527838","1,873853211","1,065511199","2","32","2965","1","1989","874","16","-1","567","0","81","8","93","5"
"2020-07-21","21-7-2020","52073","11902","6136","163","2","0","300","35","52279","12423","6206","167","5","0","53252","226","8745","2","1","0,033333333","1,28","6003","34,57439854","5,339075037","2,050884956","0,93880176","2,333333333","34","2967","4","1991","874","15","-1","579","0","90","9","94","10"
"2020-07-22","22-7-2020","52241","11902","6139","168","0","3","301","35","52419","12427","6209","140","4","3","53539","287","8758","1","3","0,1","1,34","6375","36,71693998","5,696165277","1,954545455","0,967599359","1,333333333","34","2968","1","1994","875","17","2","593","0","85","-5","82","5"
"2020-07-23","23-7-2020","52404","11905","6139","163","3","0","302","35","52636","12436","6210","217","9","1","53754","215","8762","1","3","0,1","1,40","6750","38,87675998","6,064774557","1,904159132","0,93880176","1,666666667","32","2969","1","1996","875","15","-2","583","0","91","6","89","10"
"2020-07-24","24-7-2020","52595","11904","6139","191","-1","0","303","35","52824","12446","6210","188","10","0","53991","237","8767","1","4","0,133333333","1,43","7054","40,62765406","6,571612317","1,858306189","1,100068319","0,666666667","30","2970","1","2000","875","17","2","592","0","74","-17","85","11"
"2020-07-25","25-7-2020","52732","11906","6140","137","2","1","304","35","53017","12456","6210","193","10","0","54312","321","8783","1","3","0,1","1,40","7418","42,72411934","6,629207517","1,743939394","0,78905424","1,333333333","27","2971","1","2001","875","18","1","596","0","91","17","85","11"
"2020-07-26","26-7-2020","52946","11908","6140","214","2","0","305","35","53219","12460","6211","202","4","1","54602","290","8796","1","3","0,1","1,33","7805","44,95305358","7,032373916","1,736842105","1,232537279","1","27","2973","1","2001","875","16","-2","568","0","67","-24","87","5"
"2020-07-27","27-7-2020","53151","11913","6141","205","5","1","306","35","53421","12469","6215","202","9","4","55057","455","8814","4","3","0,1","1,26","8194","47,19350686","7,147564316","1,518971848","1,180701599","3","31","2977","4","2003","875","21","5","516","0","70","3","95","10"
"2020-07-28","28-7-2020","53374","11919","6145","223","6","4","307","35","53656","12479","6217","235","10","2","55450","393","8839","0","6","0,2","1,24","8787","50,60890221","7,493135516","1,403451996","1,284372959","4,333333333","31","2977","0","2004","875","19","-2","538","0","77","7","99","10"
"2020-07-29","29-7-2020","53621","11922","6147","247","3","2","309","35","54005","12482","6218","349","3","1","55897","447","8863","0","5","0,166666667","1,24","9417","54,23739981","7,948137596","1,395348837","1,422601439","4,666666667","30","2977","0","2005","876","17","-2","548","0","63","-14","90","4"
"2020-07-30","30-7-2020","53963","11927","6147","342","5","0","311","35","54348","12499","6219","343","17","1","56315","418","8894","3","4","0,133333333","1,25","9608","55,33746813","8,979091675","1,480531814","1,969755839","4,666666667","32","2980","3","2007","876","14","-3","564","0","66","3","94","18"
"2020-07-31","31-7-2020","54301","11934","6147","338","7","0","313","35","54902","12512","6220","554","13","1","56790","475","8948","4","3","0,1","1,24","9720","55,98253437","9,825741115","1,495179667","1,946717759","5","35","2984","4","2007","878","19","5","573","0","73","7","97","15"
"2020-08-01","1-8-2020","54732","11937","6148","431","3","1","315","35","55269","12522","6220","367","10","0","57282","492","8989","2","7","0,233333333","1,20","9939","57,24386925","11,51903999","1,737619461","2,482353119","5","36","2986","2","2008","878","22","3","568","0","67","-6","99","11"
"2020-08-02","2-8-2020","55098","11943","6149","366","6","1","317","35","55605","12533","6220","336","11","0","57785","503","9038","2","9","0,3","1,12","10201","58,75286349","12,39448703","1,762489762","2,107984319","5,333333333","37","2988","2","2008","878","21","-1","552","0","70","3","107","12"
"2020-08-03","3-8-2020","55470","11949","6149","372","6","0","319","35","56077","12550","6220","472","17","0","58452","667","9084","3","8","0,266666667","1,05","10588","60,98179773","13,35632687","1,868654311","2,142541439","5","40","2991","3","2008","878","27","6","539","0","82","12","118","18"
"2020-08-04","4-8-2020","55955","11959","6150","485","10","1","322","35","56568","12559","6220","491","9","0","59045","593","9121","3","7","0,233333333","1,00","10814","62,28344925","14,86532111","1,98385857","2,793367199","7,333333333","42","2994","3","2009","879","26","-1","564","0","83","1","112","11"
"2020-08-05","5-8-2020","56381","11964","6153","426","5","3","325","35","57236","12568","6222","668","9","2","59664","619","9150","2","8","0,266666667","0,97","10941","63,01490829","15,89627519","2","2,453555519","7","41","2996","2","2012","879","30","4","584","0","88","5","108","10"
"2020-08-06","6-8-2020","56982","11965","6153","601","1","0","328","35","57775","12579","6222","539","11","0","60246","582","9181","2","8","0,266666667","0,96","11156","64,25320509","17,38799087","1,936497755","3,461471518","5,333333333","43","2998","2","2013","880","29","-1","598","0","79","-9","108","14"
"2020-08-07","7-8-2020","57501","11969","6154","519","4","1","331","35","58339","12593","6222","564","14","0","60862","616","9230","1","7","0,233333333","0,97","11539","66,45910125","18,43046399","1,875732708","2,989190878","3,333333333","43","2999","1","2014","880","27","-2","564","0","78","-1","114","14"
"2020-08-08","8-8-2020","57987","11971","6157","486","2","3","334","35","58966","12610","6223","627","17","1","61391","529","9268","1","5","0,166666667","0,98","11887","68,4634142","18,74723759","1,6275","2,799126719","2,333333333","44","3000","1","2014","880","28","1","576","0","79","1","120","17"
"2020-08-09","9-8-2020","58564","11978","6157","577","7","0","337","35","59537","12629","6225","571","19","2","61907","516","9300","5","4","0,133333333","0,96","12270","70,66931036","19,96249631","1,610594796","3,323243038","4,333333333","49","3006","6","2015","882","31","3","545","0","87","8","131","23"
"2020-08-10","10-8-2020","59194","11984","6157","630","6","0","341","35","60066","12648","6230","529","19","5","62518","611","9324","4","7","0,233333333","0,94","12494","71,95944284","21,44845247","1,605864597","3,628497598","5","48","3010","4","2016","882","29","-2","571","0","99","12","140","19"
"2020-08-11","11-8-2020","59973","11994","6159","779","10","2","345","35","60746","12675","6233","680","27","3","63085","567","9363","3","10","0,333333333","0,91","12759","73,48571564","23,14175135","1,556760945","4,486666078","7,666666667","51","3013","4","2017","883","30","1","583","0","97","-2","159","30"
"2020-08-12","12-8-2020","60627","12003","6161","654","9","2","349","35","61351","12696","6236","605","21","3","63683","598","9392","4","12","0,4","0,91","12874","74,14806044","24,45492191","1,538405797","3,766726078","8,333333333","51","3017","4","2018","883","35","5","613","0","117","20","165","24"
"2020-08-13","13-8-2020","61204","12009","6165","577","6","4","353","36","62036","12717","6240","685","21","4","64231","548","9426","4","11","0,366666667","0,91","12905","74,32660556","24,31669343","1,398476317","3,323243038","8,333333333","48","3021","4","2018","883","31","-4","612","0","127","10","165","23"
"2020-08-14","14-8-2020","61840","12020","6167","636","11","2","356","36","62626","12732","6244","590","15","4","64761","530","9454","6","11","0,366666667","0,93","13027","75,029267","24,99055727","1,3559375","3,663054718","8,666666667","53","3027","6","2019","883","38","7","578","0","120","-7","163","18"
"2020-08-15","15-8-2020","62495","12027","6169","655","7","2","360","36","63172","12748","6249","546","16","5","65269","508","9480","1","14","0,466666667","0,96","13050","75,16173596","25,96391615","1,384946237","3,772485598","8","51","3028","1","2019","884","39","1","583","0","124","4","160","16"
"2020-08-16","16-8-2020","63002","12033","6172","507","6","3","363","36","63610","12766","6251","438","18","2","65707","438","9500","4","11","0,366666667","0,98","12810","73,77945116","25,56074975","1,280438546","2,920076638","8","52","3032","4","2020","884","36","-3","578","0","122","-2","168","20"
"2020-08-17","17-8-2020","63484","12038","6172","482","5","0","366","36","64040","12788","6256","430","22","5","66214","507","9514","7","11","0,366666667","1,00","12551","72,28773548","24,70834079","1,151987111","2,776088639","6","61","3041","9","2023","886","39","3","565","0","126","4","186","27"
"2020-08-18","18-8-2020","63973","12042","6175","489","4","3","368","36","64604","12797","6259","564","9","3","66714","500","9544","2","12","0,4","1,03","12334","71,03791964","23,03807999","0,995520159","2,816405279","5","56","3043","2","2027","886","42","3","604","0","129","3","177","11"
"2020-08-19","19-8-2020","64525","12060","6181","552","18","6","372","36","65180","12812","6261","576","15","2","67218","504","9570","3","13","0,433333333","1,07","11964","68,90689724","22,45060895","0,918040509","3,179255038","9","55","3046","3","2033","886","41","-1","618","0","125","-4","178","19"
"2020-08-20","20-8-2020","65054","12070","6191","529","10","10","375","36","65683","12839","6268","503","27","7","67693","475","9598","5","12","0,4","1,10","11612","66,87954621","22,17415199","0,911890099","3,046786078","10,66666667","56","3051","5","2036","887","39","-2","594","0","138","13","189","30"
"2020-08-21","21-8-2020","65589","12088","6195","535","18","4","378","36","66202","12859","6272","519","20","4","68158","465","9617","6","10","0,333333333","1,13","11230","64,67940957","21,59244047","0,864023969","3,081343198","15,33333333","56","3015","3","1951","880","43","4","603","0","133","-5","184","22"
"2020-08-22","22-8-2020","66097","12099","6200","508","11","5","381","36","66700","12869","6274","498","10","2","68698","540","9641","0","14","0,466666667","1,14","10905","62,80756557","20,74579103","0,799023957","2,925836158","13","56","3057","0","2039","888","42","-1","591","0","131","-2","163","10"
"2020-08-23","23-8-2020","66554","12107","6200","457","8","0","383","36","67229","12885","6278","529","16","4","69205","507","9667","5","11","0,366666667","1,15","10885","62,69237517","20,45781503","0,800360523","2,632100639","12,33333333","59","3062","5","2040","888","42","0","565","0","129","-2","165","19"
"2020-08-24","24-8-2020","67128","12111","6202","574","4","2","387","36","67667","12896","6281","438","11","3","69781","576","9689","1","11","0,366666667","1,14","10983","63,25680813","20,98769087","0,849417249","3,305964478","7,666666667","56","3021","0","1956","879","41","-1","552","0","121","-8","170","11"
"2020-08-25","25-8-2020","67543","12126","6207","415","15","5","389","36","68197","12915","6283","530","19","2","70380","599","9710","3","6","0,2","1,16","11159","64,27048365","20,56148639","0,8925","2,390200799","9","54","3067","3","2042","889","38","-3","601","0","120","-1","177","22"
"2020-08-26","26-8-2020","68114","12145","6215","571","19","8","392","36","68664","12926","6289","467","11","6","70998","618","9725","0","9","0,3","1,21","11600","66,81043197","20,67091727","0,920728579","3,288685918","12,66666667","52","3067","0","2048","889","38","0","622","0","120","0","166","12"
"2020-08-27","27-8-2020","68624","12152","6218","510","7","3","395","36","69191","12935","6289","527","9","0","71560","562","9749","2","4","0,133333333","1,29","12168","70,08183932","20,56148639","0,927272727","2,937355198","13,66666667","52","3070","3","2052","889","36","-2","613","0","107","-13","149","10"
"2020-08-28","28-8-2020","69131","12161","6220","507","9","2","398","36","69747","12947","6294","556","12","5","72155","595","9776","1","5","0,166666667","1,38","12976","74,73553148","20,40021983","0,944785276","2,920076638","11,66666667","50","3072","1","2057","890","34","-2","607","0","100","-7","152","13"
"2020-08-29","29-8-2020","69632","12163","6224","501","2","4","401","36","70271","12951","6296","524","4","2","72742","587","9802","2","3","0,1","1,44","13988","80,56416572","20,35990319","0,981399223","2,885519518","6","50","3075","2","2058","890","34","0","577","0","96","-4","134","4"
"2020-08-30","30-8-2020","70140","12166","6224","508","3","0","404","36","70818","12963","6301","547","12","5","73336","594","9832","3","5","0,166666667","1,42","15415","88,78300075","20,65363871","1,009572072","2,925836158","4,666666667","55","3078","3","2058","891","33","-1","558","0","94","-2","135","12"
"2020-08-31","31-8-2020","70667","12177","6224","527","11","0","407","36","71386","12980","6304","568","17","3","74257","921","9870","1","6","0,2","1,37","16983","97,81392811","20,38294127","0,97118551","3,035267038","5,333333333","54","3079","1","2061","893","38","5","550","0","94","0","149","17"
"2020-09-01","1-9-2020","71129","12182","6230","462","5","6","410","36","72007","12994","6308","621","14","4","75256","999","9926","2","6","0,2","1,35","18722","107,8297334","20,65363871","1,004481793","2,660898239","6,333333333","50","3081","2","2063","894","33","-5","589","0","93","-1","148","16"
"2020-09-02","2-9-2020","71863","12188","6235","734","6","5","414","36","72631","13010","6309","624","16","1","76215","959","9974","0","6","0,2","1,36","20995","120,9211223","21,59244047","1,044580663","4,227487678","7,333333333","48","3082","0","2065","894","32","-1","617","0","90","-3","154","17"
"2020-09-03","3-9-2020","72464","12193","6235","601","5","0","417","36","73350","13022","6311","719","12","2","77187","972","10032","4","3","0,1","1,36","23432","134,9570726","22,11655679","1,075630252","3,461471518","5,333333333","50","3086","4","2068","894","28","-4","592","0","95","5","147","15"
"2020-09-04","4-9-2020","73208","12200","6237","744","7","2","422","36","74134","13041","6315","784","19","4","78337","1150","10114","4","6","0,2","1,36","26378","151,9246185","23,48156303","1,151044608","4,285082878","6","54","3090","4","2069","895","35","7","604","0","95","0","156","20"
"2020-09-05","5-9-2020","73862","12205","6241","654","5","4","425","36","74947","13060","6317","813","19","2","79566","1229","10180","1","8","0,266666667","1,34","29642","170,7236918","24,36276959","1,196605375","3,766726078","5,666666667","50","3091","1","2070","895","35","0","597","0","99","4","155","19"
"2020-09-06","6-9-2020","74787","12210","6243","925","5","2","431","36","75794","13082","6319","847","22","2","80813","1247","10266","4","9","0,3","1,29","32500","187,1843999","26,76448943","1,295872839","5,327555997","5,666666667","54","3095","4","2070","895","33","-2","576","0","105","6","174","27"
"2020-09-07","7-9-2020","75584","12219","6243","797","9","0","435","36","76827","13112","6320","1033","30","1","82377","1564","10352","3","9","0,3","1,23","35368","203,7027033","28,31955983","1,38937553","4,590337438","6,333333333","55","3098","3","2071","895","31","-2","552","0","109","4","195","32"
"2020-09-08","8-9-2020","76548","12225","6244","964","6","1","441","36","77942","13136","6322","1115","24","2","84037","1660","10432","3","8","0,266666667","1,22","38854","223,78039","31,21083886","1,51115449","5,552177277","6,666666667","56","3102","3","2071","896","30","-1","632","0","116","7","208","25"
"2020-09-09","9-9-2020","77688","12233","6246","1140","8","2","447","36","78963","13172","6324","1021","36","2","85688","1651","10531","2","10","0,333333333","1,24","42757","246,2597965","33,54920398","1,553747666","6,565852797","7,666666667","55","3105","2","2073","897","31","1","616","0","122","6","228","36"
"2020-09-10","10-9-2020","78511","12250","6249","823","17","3","452","36","80098","13192","6327","1135","20","3","87266","1578","10629","5","8","0,266666667","1,26","46876","269,9832594","34,82781742","1,574739583","4,740084958","10,33333333","58","3110","5","2075","898","30","-1","606","0","131","9","224","23"
"2020-09-11","11-9-2020","79781","12260","6252","1270","10","3","460","36","81316","13234","6331","1218","42","4","89060","1794","10776","6","10","0,333333333","1,29","51273","295,3078688","37,85732494","1,612214864","7,314590396","11,66666667","63","3116","6","2076","898","36","6","609","0","136","5","244","48"
"2020-09-12","12-9-2020","81012","12266","6253","1231","6","1","467","36","82591","13259","6338","1275","25","7","90791","1731","10898","6","13","0,433333333","1,29","56453","325,1421824","41,18056798","1,690307329","7,089969116","11","67","3122","6","2077","898","37","1","596","0","138","2","242","27"
"2020-09-13","13-9-2020","82099","12283","6254","1087","17","1","473","36","83876","13286","6339","1285","27","1","92600","1809","11010","4","17","0,566666667","1,24","61013","351,4055936","42,11361022","1,573488272","6,260598237","11","69","3126","4","2077","898","36","-1","572","0","148","10","255","29"
"2020-09-14","14-9-2020","83399","12291","6256","1300","8","2","480","36","85354","13345","6339","1478","59","0","95092","2492","11169","8","16","0,533333333","1,18","65823","379,1088848","45,01064878","1,589383771","7,487375996","10,33333333","79","3136","9","2080","899","43","7","562","0","166","18","295","61"
"2020-09-15","15-9-2020","84778","12315","6258","1379","24","2","488","36","87100","13387","6340","1746","42","1","97516","2424","11352","5","18","0,6","1,15","71168","409,8935191","47,40084958","1,518730393","7,942378076","16,33333333","80","3141","5","2084","900","53","10","621","0","187","21","304","45"
"2020-09-16","16-9-2020","86320","12330","6260","1542","15","2","497","36","88926","13434","6346","1826","47","6","100028","2512","11560","1","17","0,566666667","1,15","75997","437,7062412","49,71617661","1,481888412","8,881179835","15,66666667","75","3142","1","2085","901","54","1","646","0","191","4","332","49"
"2020-09-17","17-9-2020","88073","12344","6266","1753","14","6","507","36","91070","13488","6355","2144","54","9","102540","2512","11875","4","14","0,466666667","1,18","79888","460,1165335","55,07253021","1,581279974","10,09643855","17,66666667","75","3146","4","2090","901","49","-5","636","0","212","21","351","58"
"2020-09-18","18-9-2020","90047","12356","6273","1974","12","7","519","36","93090","13565","6361","2020","77","6","104980","2440","12145","6","10","0,333333333","1,20","83222","479,3187732","59,12723229","1,561843907","11,36929247","13,66666667","79","3153","6","2092","901","58","9","615","0","230","18","386","85"
"2020-09-19","19-9-2020","91934","12389","6275","1887","33","2","529","36","95175","13633","6370","2085","68","9","107464","2484","12402","13","11","0,366666667","1,20","86982","500,9745684","62,90547741","1,527552448","10,86821423","19,66666667","90","3166","13","2094","902","67","9","588","0","260","30","407","72"
"2020-09-20","20-9-2020","93778","12409","6279","1844","20","4","540","36","97489","13689","6376","2314","56","6","110157","2693","12695","14","23","0,766666667","1,17","91051","524,4100552","67,26543404","1,597237418","10,62055487","21,66666667","103","3181","14","2094","903","77","10","558","0","276","16","426","65"
"2020-09-21","21-9-2020","95995","12435","6281","2217","26","2","553","36","99816","13777","6387","2327","88","11","113563","3406","13033","11","33","1,1","1,15","94810","546,0600909","72,54691388","1,611772233","12,76885583","26,33333333","112","3194","11","2097","906","85","8","535","0","325","49","476","92"
"2020-09-22","22-9-2020","98240","12467","6291","2245","32","10","566","36","102464","13853","6402","2648","76","15","116733","3170","13346","10","38","1,266666667","1,16","97565","561,9275685","77,5346582","1,635722965","12,93012239","26","119","3205","10","2100","906","91","6","627","0","329","4","508","80"
"2020-09-23","23-9-2020","100597","12499","6296","2357","32","5","579","36","104937","13948","6407","2473","95","5","119940","3207","13719","12","35","1,166666667","1,21","100010","576,0095949","82,228667","1,653962002","13,57518863","30","127","3217","12","2105","907","104","13","635","0","371","42","545","103"
"2020-09-24","24-9-2020","103141","12524","6312","2544","25","16","594","36","107782","14056","6422","2845","108","15","122996","3056","14084","10","33","1,1","1,27","102468","590,1664951","86,78444731","1,575820958","14,65221887","29,66666667","134","3228","10","2107","908","106","2","636","0","395","24","594","113"
"2020-09-25","25-9-2020","105918","12560","6328","2777","36","16","610","36","110789","14154","6440","3007","98","18","126349","3353","14466","17","32","1,066666667","1,32","105252","606,2009987","91,40934187","1,545977011","15,99418703","31","148","3246","17","2111","910","116","10","588","0","431","36","622","109"
"2020-09-26","26-9-2020","108631","12589","6366","2713","29","38","626","37","113511","14239","6454","2722","85","14","129604","3255","14751","12","39","1,3","1,35","107506","619,1829568","96,16670539","1,528749313","15,62557775","30","153","3259","13","2112","911","122","6","600","0","433","2","619","92"
"2020-09-27","27-9-2020","111626","12626","6374","2995","37","8","643","37","116552","14328","6467","3041","89","13","133037","3433","15062","17","39","1,3","1,32","109651","631,5371272","102,7959129","1,528213032","17,24976239","34","165","3278","19","2112","913","127","5","559","0","490","57","655","100"
"2020-09-28","28-9-2020","114540","12664","6380","2914","38","6","660","37","119568","14442","6481","3016","114","14","137863","4826","15487","15","46","1,533333333","1,29","112132","645,8264963","106,8102983","1,472292791","16,78324127","34,66666667","172","3293","15","2116","915","142","15","529","0","518","28","707","126"
"2020-09-29","29-9-2020","117551","12710","6393","3011","46","13","677","37","123123","14552","6497","3555","110","16","142483","4620","15916","22","44","1,466666667","1,26","114114","657,2418649","111,2220907","1,434482246","17,34191471","40,33333333","181","3316","23","2119","917","142","0","587","0","551","33","745","123"
"2020-09-30","30-9-2020","120845","12758","6406","3294","48","13","696","37","126922","14671","6521","3799","119","24","147377","4894","16413","15","54","1,8","1,24","116946","673,5528256","116,6187609","1,418225117","18,97185887","44","185","3333","17","2122","920","150","8","599","0","551","0","763","129"
"2020-10-01","1-10-2020","124097","12805","6419","3252","47","13","715","37","130604","14783","6540","3682","112","19","152636","5259","16944","13","52","1,733333333","1,22","120521","694,1431096","120,6965011","1,390761879","18,72995903","47","190","3346","14","2130","924","152","2","611","0","539","-12","792","119"
"2020-10-02","2-10-2020","127922","12827","6428","3825","22","9","737","37","134981","14906","6551","4377","123","11","158305","5669","17588","12","50","1,666666667","1,20","125290","721,6102604","126,732478","1,386428076","22,03016399","39","190","3360","12","2134","924","160","8","594","0","573","34","816","132"
"2020-10-03","3-10-2020","131889","12857","6449","3967","30","21","760","37","139182","15050","6574","4201","144","23","163954","5649","18180","18","40","1,333333333","1,18","130273","750,3099486","133,9549161","1,39294484","22,84801583","33","199","3379","18","2138","926","156","-4","571","0","585","12","834","155"
"2020-10-04","4-10-2020","135892","12881","6454","4003","24","5","783","37","143610","15167","6595","4428","117","21","169354","5400","18685","22","43","1,433333333","1,15","134272","773,342269","139,7605122","1,359592111","23,05535855","25,33333333","211","3401","22","2142","931","163","7","536","0","647","62","875","125"
"2020-10-05","5-10-2020","140471","12940","6461","4579","59","7","809","37","148149","15348","6625","4539","181","30","176406","7052","19323","26","52","1,733333333","1,12","137916","794,3299599","149,350113","1,398274468","26,37284207","37,66666667","225","3429","26","2146","934","177","14","516","0","715","68","977","191"
"2020-10-06","6-10-2020","144999","13020","6482","4528","80","21","835","37","154209","15521","6651","6060","173","26","183024","6618","20029","32","66","2,2","1,11","140959","811,8561793","158,0873049","1,421366061","26,07910655","54,33333333","246","3462","32","2159","936","190","13","576","0","785","70","1025","188"
"2020-10-07","7-10-2020","149988","13083","6518","4989","63","36","864","38","159994","15686","6668","5785","165","17","189927","6903","20801","28","80","2,666666667","1,11","144142","830,1887314","167,8496913","1,439302647","28,73424527","67,33333333","259","3492","29","2169","940","210","20","580","0","811","26","1045","176"
"2020-10-08","8-10-2020","155810","13133","6531","5822","50","13","897","38","166035","15848","6686","6041","162","18","196747","6820","21480","23","86","2,866666667","1,12","146282","842,5141042","182,6516577","1,513313609","33,53192542","64,33333333","265","3515","23","2175","943","228","18","563","0","842","31","1067","179"
"2020-10-09","9-10-2020","161781","13199","6544","5971","66","13","932","38","173236","16061","6711","7201","213","25","204122","7375","22441","27","83","2,766666667","1,13","148774","856,866828","195,0115876","1,538765679","34,3900939","59,66666667","281","3542","27","2184","954","239","11","564","0","900","58","1143","234"
"2020-10-10","10-10-2020","168280","13248","6567","6499","49","23","969","38","179453","16219","6737","6217","158","26","211673","7551","23200","26","78","2,6","1,14","151901","874,8768471","209,5946922","1,564665921","37,43112046","55","280","3569","26","2194","957","235","-4","520","0","955","55","1125","173"
"2020-10-11","11-10-2020","174653","13301","6584","6373","53","17","1006","38","186246","16387","6767","6793","168","30","218538","6865","23792","19","76","2,533333333","1,11","153944","886,6435464","223,2447546","1,597337839","36,70542094","56","286","3588","19","2199","964","247","12","489","0","986","31","1181","175"
"2020-10-12","12-10-2020","181498","13359","6596","6845","58","12","1045","38","194217","16643","6800","7971","256","33","227397","8859","24479","38","72","2,4","1,09","154629","890,5888176","236,2958269","1,582160349","39,42391438","53,33333333","310","3630","38","2210","968","252","5","494","0","1046","60","1330","277"
"2020-10-13","13-10-2020","188876","13470","6631","7378","111","35","1088","38","201843","16902","6829","7626","259","29","235805","8408","25275","35","83","2,766666667","1,07","155488","895,5362453","252,7104589","1,598549985","42,49373854","74","329","3667","35","2223","971","277","25","542","0","1133","87","1431","281"
"2020-10-14","14-10-2020","196163","13544","6663","7287","74","32","1130","38","210422","17118","6862","8579","216","33","244664","8859","26280","35","92","3,066666667","1,07","156865","903,4671043","265,9458359","1,584428508","41,96962222","81","346","3702","35","2230","977","301","24","527","0","1174","41","1426","238"
"2020-10-15","15-10-2020","203954","13618","6692","7791","74","29","1175","39","218813","17343","6899","8391","225","37","252887","8223","27150","36","108","3,6","1,08","157633","907,8904157","277,2863307","1,518115599","44,8724203","86,33333333","366","3740","39","2239","979","313","12","503","0","1213","39","1455","254"
"2020-10-16","16-10-2020","211938","13703","6708","7984","85","16","1221","39","227364","17592","6932","8551","249","33","261614","8727","28083","54","106","3,533333333","1,08","157346","906,2374334","288,8802445","1,481349124","45,98400766","77,66666667","404","3796","54","2260","991","345","32","524","0","1208","-5","1509","278"
"2020-10-17","17-10-2020","220052","13783","6737","8114","80","29","1267","39","235197","17811","6978","7833","219","46","270312","8698","28807","31","125","4,166666667","1,07","156597","901,923553","298,1818693","1,422659449","46,73274526","79,66666667","399","3828","31","2266","997","352","7","492","258","1216","8","1498","243"
"2020-10-18","18-10-2020","228234","13852","6751","8182","69","14","1315","39","242892","18010","7034","7695","199","56","278358","8046","29475","40","121","4,033333333","1,03","155800","897,3332155","308,600841","1,382343077","47,12439262","78","419","3868","40","2271","1002","364","12","460","234","1288","72","1528","222"
"2020-10-19","19-10-2020","236226","13936","6768","7992","84","17","1361","39","250608","18316","7080","7716","306","46","288307","9949","30371","57","125","4,166666667","0,99","154915","892,2360403","315,2070104","1,333950813","46,03008382","77,66666667","457","3928","58","2282","1007","379","15","445","222","1359","71","1683","341"
"2020-10-20","20-10-2020","244391","14029","6814","8165","93","46","1408","39","260136","18572","7130","9528","256","50","298106","9799","31342","48","128","4,266666667","0,95","154071","887,3750055","319,7397526","1,26524147","47,02648078","82","484","3979","49","2299","1015","419","40","480","307","1440","81","1743","293"
"2020-10-21","21-10-2020","253134","14130","6873","8743","101","59","1458","40","269975","18863","7181","9839","291","51","307751","9645","32390","49","145","4,833333333","0,93","153170","882,1856779","328,1256137","1,233806172","50,35548333","92,66666667","500","4029","49","2312","1025","450","31","456","284","1493","53","1773","317"
"2020-10-22","22-10-2020","262405","14240","6919","9271","110","46","1511","40","279660","19153","7242","9685","290","61","316729","8978","33260","42","154","5,133333333","0,91","152126","876,1727391","336,6497033","1,214086906","53,39650989","101,3333333","513","4072","42","2334","1033","463","13","460","294","1540","47","1839","315"
